,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,globalTargetVector.x,globalTargetVector.y,globalTargetVector.z
10,05/04/2023 16:24:49.318313,251,True,True,True,True,Eyes,0.09352788,0.1447325,-2.93355,0.9297843,-0.1263175,0.3457528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.695424,0.01561283,0.3872809,-0.003663208,0.1357072,-2.719763,0.07364453,0.6543655,-0.04276748,0.7513676,9.592482,82.26178,1.866343,0.04661014,0.04819273,-0.9977497,0.0,0.0,0.0,0.8971644,0.1152275,-2.608586,0.09817693,0.03164576,0.914577,0.1399534,0.03211269,-0.9896373,0.1606491,0.9854949,0.05469709,0.9770389,-0.1666393,0.1327645,moving,69.60167,-20.0693,40.92354426188627,-3.152938401196831,1.054881208,-0.16159321,0.1162809999999998
11,05/04/2023 16:24:49.338488,252,True,True,True,True,Eyes,0.09003695,0.1441219,-2.923696,0.933431,-0.128089,0.3351114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.687237,0.01062383,0.365737,-0.002964087,0.1335026,-2.708742,0.07407679,0.6570514,-0.04463622,0.7488683,9.764802,82.67841,1.772983,0.04513264,0.04829912,-0.9978125,0.0,0.0,0.0,0.8997089,0.1128967,-2.608501,0.1012649,0.02206905,0.913689,0.1325822,0.0304912,-0.9907029,0.1641978,0.9850404,0.05229092,0.9774769,-0.1696041,0.1255922,moving,70.25134,-20.91826,41.67089825951876,-3.420807706507912,1.056724087,-0.16171714,0.1053440000000001
12,05/04/2023 16:24:49.348238,253,True,True,True,True,Eyes,0.08675731,0.1434239,-2.913789,0.9368962,-0.1297995,0.3246192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67872,-0.004557602,0.3486047,-0.001574675,0.1318124,-2.698093,0.07266014,0.659223,-0.04718528,0.7469399,9.831821,82.98759,1.471894,0.04369449,0.04839077,-0.9978721,0.0,0.0,0.0,0.9022771,0.1105442,-2.608416,0.1054863,0.01607927,0.9126647,0.1263973,0.02530934,-0.9916568,0.1662876,0.9849882,0.04633427,0.9779428,-0.1707567,0.1202911,moving,70.88963,-21.79407,42.416554342632764,-3.728251932819589,1.057852675,-0.1623332,0.0947780000000002
13,05/04/2023 16:24:49.368097,254,True,True,True,True,Eyes,0.08367798,0.1426481,-2.903815,0.9401251,-0.1315123,0.314435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66941,-0.02379613,0.3310077,0.0003178569,0.129124,-2.686858,0.07008781,0.6614574,-0.04983377,0.7450359,9.808851,83.29073,1.073684,0.04229815,0.04846624,-0.9979285,0.0,0.0,0.0,0.9048992,0.1081424,-2.60833,0.1086646,0.01195066,0.9119368,0.1199814,0.0184643,-0.9926044,0.1669761,0.9852086,0.03851004,0.9786335,-0.1703617,0.1151237,moving,71.50694,-22.6971,43.13685601139157,-4.140679114313495,1.0585721431,-0.1620382799999999,0.0836299999999998
14,05/04/2023 16:24:49.388580,255,True,True,True,True,Eyes,0.08081486,0.1418046,-2.893804,0.9431695,-0.1332173,0.3044411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.660198,-0.03818578,0.3143029,0.002086558,0.1264743,-2.675986,0.06886823,0.6634913,-0.05270854,0.743141,9.921626,83.58412,0.7589212,0.04094553,0.04852451,-0.9979821,0.0,0.0,0.0,0.9074948,0.1057648,-2.608243,0.1092459,0.00487252,0.9116208,0.1140023,0.01304719,-0.9933949,0.1697267,0.9849579,0.0324143,0.9788751,-0.1723009,0.110073,moving,72.11069,-23.63322,43.85753930409133,-4.605568522756526,1.059416442,-0.16178128,0.0728439999999999
15,05/04/2023 16:24:49.398930,256,True,True,True,True,Eyes,0.07817072,0.1409027,-2.883729,0.9460316,-0.1349031,0.2946616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.650552,-0.05184568,0.2968092,0.004342523,0.1240431,-2.664733,0.0676333,0.6655692,-0.05528872,0.7412062,10.01217,83.88589,0.4694512,0.03963967,0.04856494,-0.9980329,0.0,0.0,0.0,0.9102718,0.1032211,-2.608152,0.1098175,-0.0006056856,0.9116083,0.1079216,0.008068589,-0.9941267,0.1719899,0.9847378,0.02666351,0.9791693,-0.1738574,0.1048868,moving,72.69969,-24.59944,44.59295806823805,-4.946307232719071,1.0597404769999998,-0.16171406,0.0616769999999999
16,05/04/2023 16:24:49.418055,257,True,True,True,True,Eyes,0.07574242,0.1399635,-2.873624,0.9487386,-0.1365498,0.2850426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.641041,-0.0630629,0.2807581,0.006894645,0.1216395,-2.653875,0.06654029,0.6673942,-0.05738578,0.7395028,10.07932,84.15214,0.2294776,0.03838257,0.04858731,-0.998081,0.0,0.0,0.0,0.9126912,0.1010048,-2.608071,0.1101368,-0.004172301,0.9112476,0.1025837,0.003943318,-0.9947166,0.1736911,0.9845585,0.02181558,0.9794427,-0.1750113,0.1003148,moving,73.27744,-25.59676,45.31188989977211,-5.271539740660637,1.059715355,-0.1616252799999999,0.0509030000000003
17,05/04/2023 16:24:49.438125,258,True,True,True,True,Eyes,0.07353467,0.1389803,-2.863454,0.9513425,-0.1381828,0.275414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.631533,-0.07280791,0.2639647,0.009649544,0.1197867,-2.64301,0.06557262,0.6692973,-0.05904931,0.7377361,10.12485,84.43395,0.03780472,0.03717647,0.04859207,-0.9981264,0.0,0.0,0.0,0.9152285,0.09868068,-2.607987,0.1105185,-0.007930111,0.9115294,0.09710853,0.0006495531,-0.9952736,0.1749007,0.9844269,0.01770748,0.9797855,-0.1757936,0.09548264,moving,73.85425,-26.64419,46.01542437086969,-5.559486421619013,1.059479456,-0.1620792999999999,0.040121
18,05/04/2023 16:24:49.448194,259,True,True,True,True,Eyes,0.0715478,0.137956,-2.85326,0.9538258,-0.1397543,0.2658669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.622042,-0.08319284,0.2439401,0.01273485,0.1177182,-2.632017,0.06449618,0.6716212,-0.0607612,0.7355769,10.16601,84.78125,359.8396,0.0360234,0.04857945,-0.9981693,0.0,0.0,0.0,0.9179455,0.09619191,-2.607897,0.1108555,-0.01095066,0.9114046,0.09046619,-0.00275508,-0.9958958,0.1760231,0.9842966,0.01326678,0.9802203,-0.1765008,0.0895305,moving,74.42486,-27.72889,46.73324575924647,-5.886789485809958,1.05901415,-0.16241075,0.0292149999999997
19,05/04/2023 16:24:49.473804,260,True,True,True,True,Eyes,0.06980143,0.1369371,-2.843027,0.9562157,-0.1412852,0.2563004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.612615,-0.0917445,0.2214854,0.01596592,0.1157005,-2.620991,0.06361475,0.6742561,-0.06210978,0.7331265,10.19688,85.18202,359.6924,0.03492564,0.04854965,-0.9982098,0.0,0.0,0.0,0.9203994,0.09394408,-2.607816,0.1111135,-0.01276899,0.9116842,0.08304223,-0.005283387,-0.9965321,0.1768539,0.9841911,0.009519503,0.9807277,-0.1770311,0.08266384,moving,74.99535,-28.86569,47.457537124131015,-6.183120190512228,1.05837508,-0.16276763,0.018275
20,05/04/2023 16:24:49.488294,261,True,True,True,True,Eyes,0.06830247,0.1360935,-2.83275,0.9584495,-0.1429744,0.2468456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.603406,-0.09728524,0.1979396,0.01966272,0.1144013,-2.610152,0.06287302,0.6769803,-0.06254033,0.7306392,10.16899,85.60142,359.6355,0.03388463,0.04850448,-0.9982478,0.0,0.0,0.0,0.9229218,0.09163357,-2.607733,0.1122321,-0.01359684,0.9117752,0.07557288,-0.006261217,-0.9971207,0.1765164,0.9842713,0.007197836,0.9813923,-0.1765521,0.07548942,moving,75.55752,-30.07967,48.22409725137524,-6.467161373810586,1.05713728,-0.16372048,0.0075169999999999
21,05/04/2023 16:24:49.498252,262,True,True,True,True,Eyes,0.0670143,0.1354675,-2.822445,0.9606813,-0.1440479,0.237364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.592967,-0.1142332,0.1772332,0.02426229,0.1181311,-2.598729,0.06348159,0.6792926,-0.06624736,0.7281092,10.51225,85.9721,359.4041,0.03290404,0.04845161,-0.9982832,0.0,0.0,0.0,0.9257184,0.0890719,-2.60764,0.1144294,-0.01556669,0.9123834,0.06834569,-0.01022547,-0.9976094,0.1827158,0.9831628,0.002440397,0.9807875,-0.1824457,0.06906328,moving,76.12138,-31.25209,48.99798825718915,-6.748427026739827,1.05505371,-0.16975496,-0.0038219999999999
22,05/04/2023 16:24:49.518229,263,True,True,True,True,Eyes,0.06597916,0.134676,-2.812142,0.9628372,-0.1450762,0.2278098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.581419,-0.15696,0.157012,0.02806574,0.1237206,-2.58784,0.05572007,0.6821849,-0.0678569,0.725889,9.989926,86.33006,358.6914,0.0319848,0.04839942,-0.9983156,0.0,0.0,0.0,0.9282495,0.08675342,-2.607556,0.1166531,-0.01717149,0.9125031,0.06003859,-0.02249038,-0.9979428,0.1745359,0.9845814,-0.01168873,0.9828188,-0.1734751,0.06303826,moving,76.68846,-32.49023,49.754182251563165,-6.979879927774396,1.05383626,-0.17771335,-0.0146260000000002
23,05/04/2023 16:24:49.537989,264,True,True,True,True,Eyes,0.06512412,0.1341069,-2.801805,0.9647951,-0.146686,0.218297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.573382,-0.148762,0.1210656,0.03281332,0.1177235,-2.577624,0.05534879,0.6863534,-0.06591364,0.7221572,9.812307,86.9918,358.8822,0.03112962,0.04834195,-0.9983454,0.0,0.0,0.0,0.9306817,0.08452548,-2.607476,0.1189161,-0.01698712,0.9125679,0.04914892,-0.01922238,-0.9986066,0.1711777,0.9851838,-0.01053905,0.9840136,-0.1704212,0.05171117,moving,77.25078,-33.89936,50.519411330117975,-7.219555725365303,1.05175868,-0.17416213,-0.024753
24,05/04/2023 16:24:49.548233,265,True,True,True,True,Eyes,0.0644725,0.1337053,-2.791476,0.9666236,-0.1481601,0.2090152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.562959,-0.144035,0.1005661,0.03645384,0.1211725,-2.565853,0.06203626,0.6884497,-0.06996126,0.7192314,10.69416,87.41158,359.1126,0.03033858,0.04828763,-0.9983724,0.0,0.0,0.0,0.9332467,0.08217595,-2.60739,0.1202957,-0.0157236,0.9129753,0.04228474,-0.01521898,-0.9989898,0.1860544,0.9825139,-0.007092743,0.9816293,-0.1855665,0.04437692,moving,77.79865,-35.33087,51.29211622000053,-7.451520666495389,1.05057316,-0.17985986,-0.0364429999999997
25,05/04/2023 16:24:49.568376,266,True,True,True,True,Eyes,0.06401856,0.1333342,-2.78114,0.9683813,-0.149745,0.1995348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.551131,-0.1779953,0.09233308,0.04037695,0.1261469,-2.555569,0.05750084,0.6894909,-0.0731231,0.718296,10.57023,87.51675,358.4987,0.02961206,0.04824205,-0.9983964,0.0,0.0,0.0,0.9358309,0.07980883,-2.607305,0.1218072,-0.01347869,0.9143263,0.03851088,-0.02575547,-0.9989263,0.1843407,0.9826933,-0.01823016,0.9821078,-0.1834407,0.04259217,moving,78.35716,-36.88715,52.07768371172623,-7.687780519255306,1.04928105,-0.18724408,-0.04664
26,05/04/2023 16:24:49.588359,267,True,True,True,True,Eyes,0.06373278,0.1329529,-2.770784,0.9700398,-0.1512277,0.1901393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.540522,-0.1883008,0.06620336,0.04494318,0.1269423,-2.544791,0.05782313,0.6925646,-0.07536428,0.7150742,10.78271,88.01527,358.3848,0.02895017,0.04820544,-0.9984176,0.0,0.0,0.0,0.9384034,0.07745235,-2.60722,0.1232854,-0.01195221,0.9153658,0.02934887,-0.02768957,-0.9991857,0.1878746,0.9819534,-0.0216936,0.9817545,-0.1870849,0.0340214,moving,78.90995,-38.49706,52.86195923287563,-7.912600564847234,1.04726482,-0.19037535,-0.0573329999999998
27,05/04/2023 16:24:49.598225,268,True,True,True,True,Eyes,0.06359413,0.1325829,-2.760431,0.9715722,-0.1530099,0.1806528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.529842,-0.1905344,0.04404712,0.04849341,0.1264941,-2.53377,0.05746277,0.6951692,-0.07515052,0.7125942,10.74159,88.43246,358.4129,0.02835313,0.04817662,-0.9984361,0.0,0.0,0.0,0.9409537,0.07511629,-2.607135,0.124282,-0.01053634,0.9167936,0.02218451,-0.02721095,-0.9993837,0.1869963,0.9821009,-0.02258939,0.9821102,-0.1863799,0.02687576,moving,79.46679,-40.26405,53.63612272202725,-8.096214043724371,1.04621159,-0.1922147,-0.0682709999999997
28,05/04/2023 16:24:49.617981,269,True,True,True,True,Eyes,0.06360997,0.1323045,-2.750082,0.9729679,-0.1547847,0.1713917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51968,-0.1832844,0.02595115,0.05174726,0.1257409,-2.522809,0.06049883,0.6970732,-0.075863,0.7104039,11.05326,88.78227,358.6313,0.02781892,0.04815523,-0.9984522,0.0,0.0,0.0,0.9434173,0.07285971,-2.607054,0.1247086,-0.008581582,0.9183058,0.01666746,-0.02344251,-0.9995863,0.192131,0.9811694,-0.01980692,0.9812278,-0.1917213,0.02085762,moving,80.00964,-42.08535,54.412026044992125,-8.195914945880556,1.04560274,-0.19388431,-0.079145
29,05/04/2023 16:24:49.638544,270,True,True,True,True,Eyes,0.06379092,0.1320449,-2.739738,0.9743099,-0.1564715,0.1619781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.509628,-0.1802915,0.01527309,0.0551765,0.1276854,-2.512294,0.0631204,0.6980035,-0.07674956,0.7091662,11.34221,88.97063,358.7879,0.02734837,0.04814388,-0.9984657,0.0,0.0,0.0,0.9459761,0.0705158,-2.606969,0.1244814,-0.005220054,0.9203859,0.01380143,-0.02073986,-0.9996898,0.1969729,0.9802507,-0.01761719,0.9803119,-0.1966686,0.01761407,moving,80.56096,-44.00935,55.18326766889943,-8.304354181946369,1.0447645,-0.19820253,-0.0895740000000002
30,05/04/2023 16:24:49.648241,271,True,True,True,True,Eyes,0.06413511,0.1318805,-2.729399,0.9755284,-0.1582483,0.1526493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.499865,-0.180805,-0.002342224,0.05929865,0.1281918,-2.502413,0.06237097,0.6999443,-0.07547517,0.7074541,11.18082,89.27719,358.8623,0.02693856,0.04814221,-0.9984761,0.0,0.0,0.0,0.9485998,0.06811245,-2.606882,0.1233292,-0.0012905,0.9226031,0.008763022,-0.01947802,-0.9997719,0.1941029,0.9808267,-0.01740761,0.980942,-0.193906,0.01237575,moving,81.10656,-46.03175,55.97565657608118,-8.469353185355592,1.04312335,-0.2009807,-0.0993729999999999
31,05/04/2023 16:24:49.668162,272,True,True,True,True,Eyes,0.06464479,0.1318483,-2.719064,0.9767162,-0.1598624,0.1430723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.488921,-0.1914473,-0.02387691,0.06353809,0.1301542,-2.492183,0.06292938,0.7024986,-0.07777486,0.7046182,11.41745,89.70358,358.7614,0.02659111,0.04815288,-0.9984845,0.0,0.0,0.0,0.9511668,0.06576104,-2.606797,0.1207037,0.003367152,0.9256039,0.0008935441,-0.02118755,-0.9997751,0.1980187,0.9799819,-0.0205911,0.9801978,-0.1979558,0.005071239,moving,81.66641,-48.17237,56.782181276818,-8.606961646218455,1.04154791,-0.2053841699999999,-0.1095140000000003
32,05/04/2023 16:24:49.688124,273,True,True,True,True,Eyes,0.06529558,0.1318205,-2.708708,0.9778329,-0.1612813,0.1335338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.476034,-0.218264,-0.04797268,0.06791122,0.1331531,-2.481601,0.05821718,0.7057205,-0.07916695,0.7016423,11.1533,90.16711,358.3106,0.026306,0.04817957,-0.9984905,0.0,0.0,0.0,0.9537378,0.06340603,-2.606712,0.1184844,0.007187648,0.9284664,-0.008617681,-0.02892366,-0.9995445,0.1932639,0.9806867,-0.03004422,0.9811091,-0.1934348,-0.002861372,moving,82.22374,-50.37675,57.59626366022645,-8.748840857873317,1.03958678,-0.21059241,-0.1200170000000002
33,05/04/2023 16:24:49.698229,274,True,True,True,True,Eyes,0.06607403,0.1318142,-2.698344,0.9788715,-0.1627545,0.1237797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.462837,-0.237344,-0.07291651,0.07183873,0.1331358,-2.470694,0.05438725,0.7089676,-0.08016952,0.6985556,10.93296,90.65277,357.9637,0.02608243,0.048221,-0.9984943,0.0,0.0,0.0,0.9562759,0.0610811,-2.606627,0.1160223,0.0111787,0.9315056,-0.01812424,-0.03488813,-0.9992269,0.1891233,0.9812297,-0.03769014,0.9817861,-0.1896602,-0.0111859,moving,82.79311,-52.74592,58.39301210064628,-8.974904415591494,1.03821527,-0.2129162399999999,-0.1308389999999999
34,05/04/2023 16:24:49.718048,275,True,True,True,True,Eyes,0.06697244,0.1318301,-2.687986,0.9798218,-0.1641332,0.114059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.451075,-0.2399711,-0.09542847,0.07561811,0.133647,-2.459854,0.05467679,0.7116873,-0.08044194,0.6957303,10.98661,91.10766,358.009,0.02591923,0.04827663,-0.9984959,0.0,0.0,0.0,0.9587917,0.05877664,-2.606544,0.1127523,0.01240024,0.9349455,-0.02593975,-0.03410625,-0.9990817,0.1897574,0.9810791,-0.03841843,0.9814885,-0.1905796,-0.01897702,moving,83.36021,-55.20389,59.21590481075772,-9.429888158773933,1.03700189,-0.21577749,-0.141594
35,05/04/2023 16:24:49.738050,276,True,True,True,True,Eyes,0.06798422,0.1318984,-2.677645,0.9806598,-0.1657603,0.1040665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.440249,-0.2356662,-0.1187637,0.07927451,0.134282,-2.449519,0.0551646,0.7144947,-0.0789168,0.6929837,10.90771,91.58099,358.2173,0.02581509,0.04834598,-0.9984953,0.0,0.0,0.0,0.9613782,0.0564074,-2.606458,0.1086554,0.01107898,0.9395078,-0.03346081,-0.03054651,-0.9989731,0.1882057,0.981458,-0.03631492,0.9815594,-0.1892276,-0.02709139,moving,83.9425,-57.87886,60.05086852902385,-9.883240297862123,1.03593549,-0.21878558,-0.1518429999999999
